Review ID,Date,User ID,content,Username,Rating
527,30-Mar-13,930917173,A+. A powerful film propulsed by an original script.,Jorge Eduardo S,5
520,6-Apr-13,949261032,so intense and badass!,John G,5
521,6-Apr-13,891495465,"In a realistic manner that Hits the viewer and captures their minds faster than most war films could dream of doing,The Hurt Locker makes excellent use of silence in it's storyline to project the intensity of the story without displaying breakthrough musical techniques to do so, and so the experience becomes simple and memorable for it, much like in Witness or Animal Kingdom. It becomes all the more realistic through the intense silence and the great cast in their excellent portrayal of realistic war dynamics, and so the buildup to the climax of this moment is one of the most powerful in war film history. So by the end of the intro, it's quickly cemented that The Hurt Locker is going to be a very powerful war film.For some viewers, the atmosphere may be worn down by the slow pacing, but the simple fact is that The Hurt Locker is one of the most character-driven war films to have existed in many years, and is one of the best to dramatise the war in Iraq.One interesting thing is the way that Jeremy Renner reminds us that his character is still human through mere use of costume change, in the sequence where he pulls a gun on a DVD salesman and returns to the mans house, and the entire sequence removes the audiences thought of him as a soldier and it becomes solidified that his character is merely a very strong human. However, in a stronger manner to lean to his characterisation is Jeremy Renner's fine performance.He levels humanity with determination and supplies a powerful breakout lead with just the character needed for The Hurt Locker. The entire cast is good, but Jeremy Renner carries them all very well and just provides excellent realism to it all.But the praise must be given to Katheryn Bigelow, not just for her decision to cast unknown actors and for handling the Iraq war so finely, but because of the inspiration from the fact that she is the first woman to win the Academy Award for best director and the fact that she proved how a woman may handle such a subject as well as anyone else which surely would disprove many chauvinistic thoughts of people worldwide. And it doesn't even change things because she's just a person who made a fine film, one so fine that it won the Academy Award for best picture. And the fact is, her knowledge of handling intensity and great action as we've learned from her action flick Point Break, it's obvious she's just the perfect director for a war film and delivers even more substance to the story than you could expect. Her handling of The Hurt Locker was just immaculate, and so she's the reason that it's all too memorable.So The Hurt Locker was a great simple look at characters experiencing the Iraq war, and it's one of the finest looks at it that the film industry can provide.",Harry W,4
522,3-Apr-13,836332364,"Make that ""Really Want to See It"".",Jacob S,3.5
523,3-Apr-13,906190690,i literally lived the experience. :),Rakesh M,3.5
1014,9-Jun-12,929298735,Maybe I would of liked this film more if it had an actual story...,Travis T,2
1015,5-Jun-12,895475663,"Another overrated and undeserved oscar winner. I can't believe Avatar lost direction to this. Jeremy Renner is fantastic, though.",Diana L,3
599,4-Feb-13,913510543,"Jeremy Renner burst onto the scene in a big way in Kathryn Bigelow's award winning Hurt Locker.This is an incredible war film which manages to be memorable despite no real solid plot, instead relying on a few set pieces and incredible acting from the ""Bravo Squad"" - Renner, Anthony Mackie and Brian Geraghty. Also making a splash are small but memorable roles for veteran actors Guy Pearce and Ralph Fiennes.This is the sort of film that leaves a lasting impression in your mind. Great film.",Adam S,4.5
1017,2-Jun-12,912399334,This movie is almost like a documentary of war and how it effects an individuals life to be out in the rough of it. It's a stark reality of what war is truly like. Although this movie is brutally realistic and brings you the viewer to the front line it allows us to hopefully learn a greater respect for those great warriors that risk all so that we can be a free nation. There are several war films out there but I feel that this one gives a more honest feel of what war is like in our day and age. It's far from pretty but it is a necessary reality as long as there are nations that hate free enterprise and a free way of life. I feel people everywhere should have the right to choose to live their lives as they see fit.If we as a nation learn to hate the freedoms we have enjoyed for the past 2-3 centuries we will have had so many good men and women die in vain. May our nation never stop loving free enterprise and stay a free nation under God.God bless the men and women who fight in the armed forces of the United States of America! They give so much so that we can have what seems so ordinary and common to us. One only needs to nearly cross the borders of a nation in the middle-east to see what they do not have.3 1/2 out 5 Stars,David F,3.5
528,30-Mar-13,823349626,"As a United States soldier, this movie is complete crap. I didn't see a single thing they did that would go along with what we really do and how we have to operate. the story line was so weak that they had to create trouble that would not have happened if they did it how we do. I'm tired of Hollywood portraying us as crazy cowboys for no reason. As a film this movie was very well acted and we framed. The director captured the intensity of war as if you were there first person. The story line was a little weak but it did flow and was entertaining. It defiantly should not have won any awards",Jason D,2.5
529,29-Mar-13,116827404,"Much like Bigelow's later film Zero Dark Thirty, this is a strong representation of the modern war film genre. It's no surprise that it won her the Best Director Oscar, it's powerful stuff without glorifying the conflict, from either side's perspective. It's a wee bit long though, that's my only criticism.",Simon P,4.5
994,21-Jun-12,784674915,Simple yet very effective.,Craig H,NA
1013,9-Jun-12,790233250,"I had been looking forward to seeing this one for quite a while, and I wasn't disappointed. Cinematography was good, and included some impressive sequences. (It is a bit weird to adjust to the aspect ratio early on in the film, because it was shot on 16mm.)I liked the tension built in the ""mini-action"" sequences throughout the film, and also found myself intrigued by the three very different members of the film's focal EOD unit and how they were effected by the experience in war time.",J. Allen H,5
449,14-Jul-13,917509066,"The best film of the 2000s in my opinion, it's portrait of man's needless addiction and dependence on war is Bigelow's spotlight feature. This film gives tension a new name and meaning, I was never not thrilled by what was going on, easily one of the finest war films of all-time.",Tom B,5
448,14-Jul-13,872313728,"Does a great job of showing the human aspect of war, especially the stress that EOD guys go through.",Avery H,4
443,17-Jul-13,911600223,Kathryn Bigelow's Hurt Locker is one of the very best films of the decade. Anthony Mackie and Jeremy Renner in carrear defining roles. This film demands to be seen.,Sreejith M,5
442,21-Jul-13,920929889,"Intense and gritty, The Hurt Locker is a film you won't want to miss. Renner and Mackie's chemistry is worth the watch, including the directing by Bigelow.",Conner W,4
441,21-Jul-13,898358222,"3.5/5 Watched it again recently and I still don't see what the big deal is. I do like the movie and it does have some incredible scenes, but as a whole it is just really good...not what I think of as a masterpiece.",Troy K,3.5
440,21-Jul-13,901314880,"The actors were great and so was the directing. So far one of the best takes on the Iraq war. Very intense scenes! I thought everyone was going to get blown up, that's how intense it was. I have a new respect for all of those bomb technicians disarming all of those roadside bombs.",Mikey C,5
447,15-Jul-13,909042422,"Kathryn Bigelow's The Hurt Locker is something I felt was different in a war film. Rather than focusing the film in the reasons why the country goes into war but rather the reason why a soldier wants to be in the war. It details on the experience of these soldiers in their placement in Iraq. This is also the film that made Kathryn Bigelow and Oscar contending director and has proven herself again in her next war film, Zero Dark Thirty.The plot of the film is a bomb squad that consists of William James (Renner), J.T. Sanborn (Mackie) and Owen Eldridge (Geraghty) doing their service until their rotation is over. The screenplay by Mark Boal captures the deep experiences of these soldiers very realistically. It doesn't try to take notice of the audience using large action and chaotic sequences but rather explore these soldiers' feelings towards their duty and the psychological trauma they endured. I enjoyed the storyline with Eldgridge trying to understand death and trying to shake the fact that one moment you are here and the next you aren't. But the main focus is on James as his reason is that he loves his job and that he would risk his own life, even though he has a ""family"" back home, to feel the adrenaline pumping. I love that it shows how is actions affect others, especially those close to him professionally and personally. Boal seems to understand the war at a more intimate level, which he did with this film, and he also can see war in a much more bigger picture like in his second film Zero Dark Thirty.Kathryn Bigelow is a filmmaker that I feel neutral to as she has entertaining films like this one and also has not-so-good ones like Blue Steel and The Loveless. I feel that her next few films after Zero Dark Thirty will really show whether or not she will be the next great director. This film is a fantastic drama of war and this is maybe because Bigelow is handling the film, and also has a great script. If this film was in the hands of more action oriented directors then this may been half an hour shorter and would spend less time on characters but instead on situations.The film doesn't move really fast in my opinion and so great editing in scenes is needed to keep the audience interested. Memorable and thrilling moments like the sniper battle do stretch for a bit with minimal action but with great editing keeps you in the edge of your seat as anything could happen.One of the stronger aspects of the film is the cinematography by Barry Ackroyd who did the other war film I enjoyed, Green Zone. This film, that Ackroyd also did for Green Zone, is very gritty by keeping the image very grainy. It's appropriate for the setting and the theme. There are moments that are captured uniquely and may be a little bit pretentious. I see it as ambitious and makes the film different from the war films in recent years. The use of shaky cam in order to create a sense chaos and anxiety may be a little too much but I have seen so many of these in films that it does not bother me so, but I do acknowledge that it is there and it isn't for everyone. The most beautiful moments that Ackroyd has captured is the slow motion events, whether it is the blowing up of a bomb or the fall of a bullet form a fired gun, it is breathtaking.Beltrami and Sanders' score is not dominating but it is eerie and dark which supports the experiences of these tortured soldiers. There are a lot of moments where it is complete silence in creating a sense of tension but when certain situations happen, their score starts to haunt the scene.The film has three convincing and breakout leads. They made these guys potential blockbuster acotrs, especially Renner. They fill in the shoes of these characters with such depth and vulnerability. I adore that these are not expendable characters that just have 2 or 3 emotions. The film includes appearances of great actors in small roles like Ralph Fiennes and Guy Pearce. Their roles may be small but it is strong and definitely something noteworthy. Their appearance feels like there is weight when something happens to them.This film is not trying to make a statement about war but the soldiers that go in and do the hard work. This film may in the future be regarded as a war classic due to its subjective approach and is well deserving of its accolades. If you want a visual spectacle in its approach to war then don't watch this but if a study of soldiers is what gets your interest then sure try this out.",Brett C,4.5
446,15-Jul-13,884484934,Damn good movie. Damn good acting. And a damn good story.,Jacob G,5
445,16-Jul-13,792250825,"This one gets a 5 stars from me. By far, one of the best war movie of all time. Overwhelmingly TENSE that sometimes I forget to breathe from one terrifying scene to another more terrifying scene. The hurt locker is not a typical gun blasting combat movie but the mania of diffusing bombs under extreme circumstances in war torn Iraq(filmed in Jordan, country next to it) Th direction from Kathryn Bigelow was downright realistic and damn well near perfect. The Hurt Locker is structured around the 38 days the three men in the EOD (for Explosive Ordnance Disposal) squad have left in their rotation in Iraq. Men like Spc. Owen Eldridge (Geraghty) know all too well that every new day is potentially one they will not survive. They all want to avoid the hurt locker, the place where bad things happen. The 3 male leads especially Jeremy Renner, brought such unchallenged performances along with some special guest cameos by Guy Pearce, David Morse and Ralph Fiennes. This is a must see film and easily the best of 2009. Whoever says transformers 2 the best, I will hurt you!",Angelina C,5
444,16-Jul-13,954502840,Hollywood has most definitely figured out how to depict American heroism on screen.,Khuda H,4
108,9-Jan-16,972876613,"good action military flick, lots of suspense",Lisa S,4
109,6-Jan-16,972882680,This was a major disappointment. The explosions were unrealistic and everything about it was just ridiculous. I used rotten tomatoes as a resource to find good movies and at this measure rotten tomatoes is sucking really bad.,Shawn R,0.5
102,1-Feb-16,917555835,"Turns out, The Hurt Locker deserved it.",Bheema D,4.5
103,31-Jan-16,906702164,"What a movie. Intense, thrilling, terrifying and overall compelling, The Hurt Locker is a powerful war epic brilliantly directed by Kathryn Bigelow. Throughout the film, it feels like you are watching a documentary and you are in the war zone with real soldiers. Gripping all the way through. It's a great piece of work.",Tatsuhito K,4.5
100,1-Feb-16,910293797,"The Hurt Locker is a modern war film about the deployments of troops in Iraq, Afghanistan, and other countries that supposedly were Al Queda bases and the struggles that they faced. We mainly focus on three main soldiers who are waiting for the last day of deployment and getting sent home. Will they all make it through alive to the final day? Well, the film sure keeps that suspense throughout the runtime I'll say that much. Every scene where the soldiers are trying to accomplish a mission in a battlefield, it is extremely intense and horrifying. This movie is no pillow fight that's for sure. There's suicide bombers, violent shootings, TONS of explosives, and much more. It's utter hell and it doesn't shy away from showing how terrible these conditions are for the soldiers. The setting in Iraq looks beautiful cinematography wise, but is scary when you put the story aside it. The best part of the film, in my opinion, is the cast. Jeremy Renner, Anthony Mackie, Brian Geraghty, and Ralph Fiennes were really good in this movie and brought forth memorable characters. Jeremy Renner in specific felt like a total war hero amongst them all. The scene where he carries a boy to safety after being stuffed with a bomb was a heartfelt scene that showed what this man is all about, and that is justice. I wouldn't call this a proud American film just because it's kinda gruesome and hard to swallow at some points and it's not trying to be patriotic either. It's just trying to get the point across that it's a terrifying place to be, but you are defending your country with your life. The story is kinda loosely tied in my opinion, there's no real storyline per-say but just one main focus, which is to survive the deployment and save lives of innocent people. It's a good story no doubt, but not an exceedingly strong one. The chemistry between the characters existed and I thought it was nice, but Mackie and Renner's relationship was the best in the film by far. Despite their disagreements with each other and opposing views, they knew they had to get along in the long run. The action, like I said before, is amazing. The opening scene to this movie sent shivers down my spine from intensity. It was really refreshing to see a film that can create more suspense than a good horror movie, mainly because it's a real life horror. There's no specific scene I'd take out of this film mainly because they all play an important part in the story telling process. That's when you know you've found an above average film. The Hurt Locker was a wonderful movie about a not so wonderful situation that Americans have to deal with on a daily basis. Kathryn Bigelow really outdid herself in this epic war tale. A-",Campbell P,4.5
